,movie_title,running_time,release_date,viewer,director,actors,production,screenplay_writers,director_of_photography,editors,original_author,distributor,importer,review_count,review_id,review_date,review_rating,review_comment
0,스트레인지 월드,101분,2022-11-23,"112,910명","돈 홀, 퀴 응우옌, ","['제이크 질렌할', '루시 리우', '데니스 퀘이드', '자부키 영-화이트', '가브리엘 유니온']",,['퀴 응우옌'],[],[],[],['월트디즈니컴퍼니코리아㈜'],['월트디즈니컴퍼니코리아㈜'],0,,,,
1,싱글 인 서울,,2023-11-29,"400,681명","박범수, ","['이동욱', '임수정', '이솜', '장현성', '김지영']",,[],[],[],[],[],[],3,filmone1,2023-12-28 23:40:47,6,"박범수 감독이 연출한 <싱글 인 서울>은 책을 출판하기 위해 함께하는 두 남녀의 사랑 이야기를 담고 있는 작품입니다.

논술 학원 강사이면서 인플루언서이기도 한 영호(이동욱)은 싱글 생활이 자신과 딱 맞는다고 생각하는 인물입니다. 강사이긴 하지만 출판에 대한 욕구가 있던 영호는 친한 선배가 운영하는 출판사의 새 프로젝트에 참여하려고 합니다. 그 기획인 각각의 도시를 배경으로 하는 싱글 라이프입니다. 출판사 편집장으로 있는 현진(임수정)은 영호와 함께 이 프로젝트를 이어나가는데요. 둘은 또 대학 선후배 사이죠.

영호의 글이 생각보다 맘에 들지 않은 현진은 '첫사랑'이라는 키워드를 영호에게 던지고 첫사랑에 대한 기억이 좋지 않았던 영호는 망설이지만 이내 이를 수용하고 글을 써나갑니다. 역시 살아있는 경험을 바탕으로 한 글은 현진의 마음 쏙 들게 됩니다. 한편 '서울'이외에 다른 도시를 배경으로 글을 쓰고 있는 인물 중 한 명이 영호와 관계가 있다는 것을 영호는 알게 되고 선배와 현진에게 큰 실망을 하게 됩니다.

<건축학개론> 이후 명필름에서 제작한 '첫사랑'을 키워드로 하고 있는 이 작품은 2020년대를 살아가는 싱글족을 주인공으로 하고 있는 작품입니다. 관객 모두는 어떤 결말이 있을지 뻔히 알고 보지만 마치 <건축학개론>의 결말처럼 100퍼센트 뻔한 흐름으론 진행되진 않습니다. 예를 들면 '인간은 사회적 동물이기 때문에 누군가 꼭 함께 살아야 된다'는 식의 표현말이죠.

그럼에도 불구하고 영화는 많은 관객들이 좋아하는 결말로 진행됩니다. 꼭 그게 나쁘다고 할 수도 없고요. 아무튼 한 가지 아쉽다면 아쉬운 것이 인플루언서나 유투버가 영화 속에 나오지 않으면 마치 영화가 안 만들어지는 것처럼 거의 대부분의 영화 속 캐릭터로 만들어지는데요. 아무리 현재를 반영한다고 해도 모든 사람들이 그것을 직업을 하지 않고 있는데 영화 안에서 모두가 그 직업을 해야 한다는 강박이 있어 보입니다. 이 작품처럼 개연성이 있어 보이는 캐릭터가 등장함에도 불구하고 어쩔 수 없는 피로감은 있더라고요.

<싱글 인 서울>은 우리가 아름답게만 생각하는 어떤 키워드를 비틀어내는 재미가 있는 작품입니다. 이동욱 배우와 임수정 배우의 합과 엉뚱한 캐릭터도 매력적이고요. 박범수 감독의 전작인 <레드카펫>도 흥미로웠는데 차기작인 <빅토리>는 또 어떨지 벌써 궁금해지네요."
2,싱글 인 서울,,2023-11-29,"400,681명","박범수, ","['이동욱', '임수정', '이솜', '장현성', '김지영']",,[],[],[],[],[],[],3,thrill5,2023-12-27 19:54:55,10,"한국에서 청년층이 연애하지 않는 이유를 사회적인 제약으로만 생각하려는 

경향이 강하다. 그러나 이런 사회적인 제약이기 이전에 왜 생물학적인 

본능을 억제하고 독신을 자발적으로 선택하는 현상에 대해서는 깊게 

생각하지 않는다. 사회적인 제약 사항 이외에 남녀 간에 갖는 시선 

차이라던가 개인의 성향이 고려 대상이 되지 않는 것이다.

‘싱글 인 서울’에 등장하는 논술 강사 영호(이동욱)는 직업이나 외모나 

남부러울 것 없는 이지만 혼자를 선택했고 출판사 편집장 현진(임수정)은 

연애를 꿈꾸지만 인연 만나기 힘든 상황에서 책이 후배들이 실수하는 

오탈자를 귀신같이 잡아 내는 일상을 영위 중이다.

한국이 처한 현 세태에서 출판사 사장 진표(장현성)는 작품 제목과 같이 

‘싱글’ 시리즈를 기획해 독신으로 사는 최소 중산층이면서 한국의 서울을 

비롯한 다양한 공간에 있는 이들이 쓴 글로 책을 만들 생각이다. 그 과정에서 

국문과 후배였던 영호를 섭외해 현진과 영호가 글을 쓰는 과정에서 

스크루 볼 코미디처럼 책을 완성해 가는 게 작품의 주요 플롯이고 그 

과정에서 연애와 관련된 환상은 온데 간데 없고 현실에 있는 어떤 누구라도 

직면할 수 있는 상황에서 자연스러운 웃음을 유발하는 게 이 작품의 

매력이다.

영호와 달리 연애를 꿈꾸는 현진은 자신만의 이상적인 연애를 꿈꾸다가 

진표의 부인이자 선배인 꽃집 주인 경아(김지영)에게 온갖 핀잔을 들어도 

꿋꿋하게 환상에 도취한 모습을 보인다. 동욱과 함께 출판사 직원들과 

회식을 하다가 자신을 좋아하는 줄 알았던 서점 지배인 선우(윤계상)가 

애인과 함께 고깃집에 오자 몸을 숨기는 장면은 진현의 어수룩하고 인간적인 

매력이 돋보이는 부분이며 아울러 이 사건을 계기로 동욱과 인연이 될 

가능성을 높이는 부분이다.

유쾌하고 즐겁던 작품은 ‘싱글 인 바르셀로나’를 쓰던 작가 주옥(이솜)과 

동욱이 쓴 글의 내용이 중첩되며 급기야 둘이 출판사에서 회의로 만나게 

됐을 때 과거 연인 사이였던 것이 드러나며 위기를 맞게 된다. 동욱이 

생각하던 과거 연인 주옥과의 생각이 주옥의 등장 이후 불일치되면서 책 

출판 자체가 위기에 빠진다.

이런 위기에서 그래도 위기를 극복하고 책 출판은 성공하고 동욱과 주옥도

서로에 대한 앙금을 털고 좋게 이별하지만 작품은 로맨스에도 현실을 

반영하듯 출판계에도 냉혹한 현실을 반영한다. 어렵사리 출판한 책이지만 

‘싱글...’시리즈에 대한 독자들에 악평이 쏟아지고 출판사 직원들은 이에 

대해 거의 의욕을 잃는 상황까지 맞이하는 것이다.

절망에서도 작품은 어렵사리 동욱과 현진의 인연을 희미하게나마 제시하며 

오랜 기간의 독신 생활을 청산할 만한 여지를 제공하는데 작품은 전반적으로 

무난하면서 현실을 적극적으로 반영했고 연애에 대한 환상이 현실과 

충돌하며 산산이 부서지는 모습도 독특하지만 연애로 인해 발생하는 아픔이 

인연에서 악연이 되면서 더 큰 아픔이 되었다가 치유되는 모습, 그리고 

이로 인해 새로운 인연이 되는 모습까지 환상이 아닌 현실로도 유쾌한 

재미를 주는 미덕을 보여준다."
3,싱글 인 서울,,2023-11-29,"400,681명","박범수, ","['이동욱', '임수정', '이솜', '장현성', '김지영']",,[],[],[],[],[],[],3,hwachul92,2023-11-30 21:15:44,8,"평범하면서 가을 느낌을 솔솔 풍기며 힐링을 주는 로맨틱코미디영화였습니다! 싱글을 전격 추구하는 학원 강사 겸 작가와 연애를 지향하는 왈가닥 여성 편집장이 서로 만남을 가져 에세이를 집필하는 과정에서 벌어지는 두 사람의 미묘한 인연과 밝혀진 그들의 기억조차 하기 싫은 과거까지 내용은 그냥 평범했으나 가을 느낌을 크게 줘서 나름 볼만했습니다! 전반적으로 내용은 평범했으나 나름대로 볼만했으니, 별 4개 드립니다!!"
4,아바타: 물의 길,192분,2022-12-14,"10,805,065명","제임스 카메론, ","['조 샐다나', '샘 워싱턴', '시고니 위버']",,[],[],[],[],['월트디즈니컴퍼니코리아㈜'],['월트디즈니컴퍼니코리아㈜'],4,filmone1,2023-01-05 08:32:50,8,"제임스 카메론 감독이 연출한 <아바타: 물의 길>은 13년 만에 제작된 <아바타>의 후속작입니다. 

판도라 행성에 정착한 제이크(샘 워싱턴), 네이티리(조 샐다나) 커플은 아이들을 낳고 평화로운 일생을 삶과 동시에 제이크는 나비족의 장이 되기도 합니다. 네 아이의 아버지가 된 그는 하늘의 사람 즉 인간들의 견제를 항상 두려워합니다. 그러던 와중 전편에서 대립했던 마일즈(스티븐 랭)이 군을 이끌고 판도라 행성에 도착합니다. 이 과정에서 아들과 마찬가지인 스파이더가 납치됩니다. 사실 스파이더는 마일즈의 아들입니다.

결국 부족들에게 해가 된다고 생각한 제이크는 나비족을 떠나 물의 부족으로 합류합니다. 그들의 기술력을 습득하고 둘째인 로아크는 아주 큰 고래 같이 생긴 툴쿤이라는 생명체를 만납니다. 물의 부족과 약간의 오해가 있는데 로아크는 파야칸이라는 툴쿤과 소통을 하다가 이를 알게 됩니다. 한편 마일즈를 비롯한 인간들은 제이크가 있는 곳에 점점 더 가까워집니다.

그야말로 현대 영화 기술을 총망라하고 있는 이 작품은 눈이 호강하는 작품이라고 볼 수 있습니다. 13년 전 처음 <아바타>를 접했을 때의 충격만큼은 아니지만 화려한 영상에 3시간이 넘는 러닝타임이 전혀 지루하지 않은 작품이 이번에도 탄생되었습니다. 이야기 자체는 전편에서도 수정주의 서부극을 기본 플롯으로 하는 작품이었고 이번에도 그러했습니다. 여기에 이번 작품에선 가족이라는 키워드를 좀 더 강조하고 있고요. 

<아바타:물의 길>은 다음 편으로 가는 다리 역할의 기능이 좀 더 강한 작품이란 생각이 들었습니다. 제이크와 마일즈의 대결구도가 좀 더 연장되고 아마도 이들의 후대가 또 어떤 관계로 바뀔지 모르기 때문입니다. 

개인적으론 2D를 먼저 관람하고 4DX 3D로 다시 봤는데 역시 아이맥스로 봐야 이 작품을 온전히 관람하는 거란 생각이 먼저 들었습니다. 아마도 설날까지 개봉을 할 것 같은데 꼭 좋은 자리로 볼 수 있는 기회가 생겼으면 하네요. 그리고 좀 더 짧은 기간 안에 다음 편을 봤으면 합니다."
5,아바타: 물의 길,192분,2022-12-14,"10,805,065명","제임스 카메론, ","['조 샐다나', '샘 워싱턴', '시고니 위버']",,[],[],[],[],['월트디즈니컴퍼니코리아㈜'],['월트디즈니컴퍼니코리아㈜'],4,thrill5,2022-12-31 07:27:57,10,"존재 자체로 각인되는 아바타 두 번째 이야기 ‘물의 길’은 감독 제임스 

카메론의 본격적인 해양 모험을 다루며 전편의 식민 서사를 바다로 

확장하고 처녀작이 영화계에 끼쳤던 영향력을 다시금 상기한다. 영화는 

예술이자 산업, 기술이지만 21세기 들어 점점 ‘영화’라는 매체 자체의 존립 

근거를 위협하는 다양한 시각 매체들의 등장으로 영화관의 수입까지 

불안정한 시대에 감독은 영화가 아직, 그리고 현재까지 위기에 빠지지 

않았다는 걸 몸속 보여 주려는 듯 이번 두 번째 이야기에서도 상영관의 

커다란 스크린이 관객에게 전달하는 감동을 잊혀졌던 삼차원 기술을 도입해 

초기작의 감동을 재현하는 데 성공했다.

특히 제이크 설리(샘 워싱턴) 가족이 마일즈 쿼리치(스티븐 랭)대령의 

위협을 피해 멧 퀘이나 족이 머무는 바다로 피신한 이후 감독의 바다를 향한 

야심이 드러나는 부분은 작품의 백미라고 할 수 있다. 전반적인 서사는 다른 

평자들이 지칭한 데로 1991년 작 ‘늑대와 춤을’과 같은 식민 서사로 

원주민과 침략자의 대립이고 그 사이에서 침략자 입장이었으나 이제 완전히 

판도라 원주민으로 유전적으로 변형된 제이크와 역시나 이런 제이크의 신체 

능력에 대항하기 위해 자신도 원주민의 몸으로 바꾼 마일즈간의 목숨을 건 

혈전이 관객의 눈을 사로잡는다.

가상의 바다지만 현실에 존재하는 바다의 생태를 고스란히 재현하는 데서 

나아가 고래를 본따 만든 쿤돌부터 시작해 멧퀘이나 부족이 말처럼 이동 시 

타고 다니는 일루와 같은 해양 생물들, 바다의 아름다운 비경은 예술과 

기술이 시너지 효과를 일으키는 대목으로 특히 삼차원으로 작품을 감상했을 

때 작품 자체의 존재 의미가 남다르게 다가온다고 할 수 있다.

인내심이 고갈되는 시대에 과감하게 작품의 상영시간을 3시간을 넘게 

편집했어도 지루하기는커녕 시작부터 끝까지 두 눈을 사로잡는 전개와 

연출, 액션 시퀀스들의 향연은 작품 자체의 예술, 기술적 성취도 있으나 

영화의 근본적인 보는 재미까지 경시하지 않은 결과물이다. 영화자체의 

위기가 거론되는 시대에 ‘아바타’는 영화의 존재 의미와 더불어 대중영화의 

대명사인 ‘할리우드’의 존재를 새삼스레 관객에게 일깨우는 데까지 

성공했다."
6,아바타: 물의 길,192분,2022-12-14,"10,805,065명","제임스 카메론, ","['조 샐다나', '샘 워싱턴', '시고니 위버']",,[],[],[],[],['월트디즈니컴퍼니코리아㈜'],['월트디즈니컴퍼니코리아㈜'],4,ko93009@naver.com,2022-12-27 23:13:02,8,아바타를 넘어서 제임스 카메론 감독의 모든 것을 보여준 총집합체
7,아바타: 물의 길,192분,2022-12-14,"10,805,065명","제임스 카메론, ","['조 샐다나', '샘 워싱턴', '시고니 위버']",,[],[],[],[],['월트디즈니컴퍼니코리아㈜'],['월트디즈니컴퍼니코리아㈜'],4,hwachul92,2022-12-19 11:52:49,9,"화려한 배경에 환상적인 비주얼까지 모두 갖춘 SF판타지영화였습니다! 전편 이후 무려 13년 만에 나온 속편인만큼 배경도 바다라 매우 화려하고 장엄하게 표현했고, 캐릭터와 여러 특수효과의 비주얼까지 말 그대로 환상 그 자체였으나 다만, 러닝타임이 무려 3시간 10분이라 너무 길었던 점이 좀 그랬습니다! 전반적으로 화려함과 환상적임을 모두 갖춘 대작이었으니, 별 4개 반 드립니다!!"
8,서울괴담,122분,2022-04-27,"112,725명","홍원기, ","['김도윤', '봉재현', '서지수', '설아', '셔누', '아린', '알렉사', '엑시', '오륭', '이민혁']",쟈니브로스㈜,[],[],[],[],['메가박스중앙㈜플러스엠'],[],0,,,,
9,신비아파트 극장판 차원도깨비와 7개의 세계,103분,2022-12-14,"431,892명","김영은, 김채하, 신용우, 조현정, 양정화, 강새봄, ","['김영은', '김채하', '신용우', '조현정', '양정화', '강새봄']",(주)스튜디오 이크,[],[],[],[],['CJ ENM'],[],0,,,,
10,원피스 필름 레드,115분,2022-11-30,"203,044명","타니구치 고로, ","['타나카 마유미', '나즈카 카오리', '아도', '이케다 슈이치']",,['쿠로이와 츠토무'],[],[],['오다 에이치로'],['㈜넥스트엔터테인먼트월드(NEW)'],['에스엠지홀딩스㈜'],1,thrill5,2022-12-09 20:41:36,8,"현실이든 허구든 삶이 힘든 이유는 인생에서 관계 간 의사소통이 힘들기 

때문이다. 의사소통의 원활보다 야생을 능가하는 광기와 욕망을 소수 

특권층이 발휘하는 지옥의 세계는 상대적으로 과거보다 현재가 나은 듯 

보이는 착시효과를 일으키므로 지구상 존재하는 인간 사회는 괴물을 

자처하며 자신들의 권력을 피지배층에게 횡포와 광기로 부려대며 대다수의 

인생을 지옥으로 내몬다.

‘원피스 : 필름 레드’는 우타(나즈카 카오리)가 펼치는 상당히 화려하고 

대규모 공연으로 채우며 그 공연의 화려함의 본질에 다가가는 과정을 주요 

플롯으로 삼는다. 원피스 하면 대명사인 고무고무의 루피(다나카 마유미) 

액션보다도 우타가 온전한 주연이다.

음악이든 미술이든 예술을 통하든 아니면 엄청난 고통과 지옥을 경험한 

이들이 두 번 다시 그런 지옥을 경험하지 말자는 통렬한 반성으로 이해와 

화합, 소통을 하는 게 그나마 허구든 현실이든 인생을 조금 더 나아지게 하는 

것이지만 작품의 우타는 화려하고 멋진 공연이 무색하게 그 공연의 진실이 

우타 본인의 그릇된 신념과 맹신이 바탕이 되었다는 점에서 우려가 되며 

분명 같은 해적이라고 해도 루피일행은 일반적인 ‘해적’ 이미지인 폭력과 

약탈, 살인을 하지 않았으나 우타는 해적만이 세상을 지옥으로 만드는 

원흉이라는 전제하에 자신의 절친인 루피를 비롯한 그 공연장에 의도하든 

의도하지 않았든 오게 된 모든 해적 일당을 우타의 의도대로 몸을 옴짝 달싹 

못하게 악보에 묶어두는 효과를 발휘한다.

우타가 세계의 해적뿐만 아니라 민중들에게 지지를 받는 게 원피스 

세계관에서 또 하나의 권력기관인 해군이 우타라는 인물을 견제하고 

경계하는 효과를 일으키며 작품에서 해적뿐만 아니라 결국엔 해군이 

군사력을 바탕으로 권력을 쥐고 이를 일반 민중에게 행사하려는 점에서는 

결론적으로 해적과 해군의 차이가 그리 크게 보이지 않는 효과가 일어난다. 

우타가 음악을 평화적이라기보다 악마의 열매를 이용한 환각으로 관중과 

해적을 홀리는 방향으로 이용하고 이를 막으려는 루피를 비롯한 해적 

일당에게는 막판에 일종의 금기와도 같은 주술적 효과로 작품의 규모를 

계속해서 키워 나간다.

일본 애니메이션 특유의 세계관과 80년대 마크로스의 민메이 이후 

애니메이션 인물을 통해 화려한 공연으로 일본 특유의 현실에 작용하는 

애니메이션 효과와도 같은 짙은 문화적 색채가 가미된 

‘원피스 : 필름 레드’는 음악과 액션이 어떻게 보면 음악이 과잉된 부분으로 

작용한 작품으로 음악과 액션을 무난하게 즐길 수 있는 작품이다."
11,불릿 트레인,126분,2022-08-24,"143,620명","데이빗 레이치, ","['브래드 피트', '조이 킹', '애런 존슨', '브라이언 타이리 헨리', '배드 버니']",,[],[],[],[],['소니 픽쳐스'],['소니 픽쳐스'],4,penny2003,2022-10-02 20:05:28,4,빵형이 왜 이런 영화에?
12,불릿 트레인,126분,2022-08-24,"143,620명","데이빗 레이치, ","['브래드 피트', '조이 킹', '애런 존슨', '브라이언 타이리 헨리', '배드 버니']",,[],[],[],[],['소니 픽쳐스'],['소니 픽쳐스'],4,thrill5,2022-08-31 22:01:00,10,"암살자로 생계를 이어가지만 더 이상 살인은 하기 싫은 코드명 

레이디 버그(브래드 피트)는 도쿄역에서 가방 하나만 가져오면 된다는 

임무하에 초고속 열차에 탑승한다. 그러나 그렇게 간단한 임무도 레이디 

버그가 맡으면 언제든 목숨이 사라질 위기에 처하니 레이디 버그는 살인을 

진짜 싫어하는 직업 선택을 잘못한 불운한 이다. 이 불운은 아주 쉽게 가방을 

찾아 임무를 달성하는 듯 보였으나 그 가방과 관련된 백의 

사신(마이클 섀넌)의 아들을 찾아 데려가는 흑백 형제인 

레몬(브라이언 타이리 헨리)과 탠저린(애런 존슨)이 잃어버린 가방을 찾기 

시작하면서 초고속 열차에서의 사투는 레이비 버그의 운명이 된다.

가방의 소유권으로 시작된 사투는 작품의 진행 과정에 맞춰 온갖 암살자와 

복수를 하려는 이들이 열차에 모이며 아수라장이 된다. 레이디 버그는 

싸우기 싫은데 상대방이 먼저 폭력을 휘두르니 본능적으로 몸에 밴 

방어본능으로 상대방을 공격하고 홍콩 액션 영화에서 돋보였던 사물을 

활용한 액션도 눈에 띈다.

액션의 스타일이 홍콩과 일본 무협지에서 보던 것이라 작품의 배경이 

일본인 걸 생각하면 이는 서구권에서 한 시대를 풍미했던 무협지에 대한 

헌사라고 해도 과언이 아니다. 작품의 타이틀 시퀀스부터 거대한 자막으로 

한자로 불릿 트레인을 ‘탄환 열차’라고 스크린을 가득 메우게 표기한 것이나 

유이치가 아들의 복수를 벼르며 자신의 아버지(사나다 히로유키)도 복수를 

계획하는 걸 보면 자연스레 쿠엔틴 타란티노의 ‘킬 빌’시리즈를 떠올리게 

된다.

가방을 든 이후 레이디버그는 게임 서사처럼 각 단계 별로 적을 만나 격투를 

하며 의도하든 그렇지 않든 살인자라 생명을 빼앗게 된다. 이런 난장판이 

진행되고 승무원과 다른 승객들에게 피해가 가지 않는다는 게 당연히 말이 

되지 않지만 작품 자체부터 전형적인 상업 오락을 표방하며 호쾌한 

즐거움을 선사하는 게 목적인 데다가 B급 감수성이 짙은 터라 작품 

자체가 상당한 취향을 드러내는데 거리낌이 없다. 특히 액션 스타일에서는 

홍콩과 일본 액션 영화의 영향이 강하듯 레이디 버그는 마치 성룡에 가까운 

모습이고 유이치와 그 부친의 경우엔 일본 사무라이 액션으로 번득이는 

칼날을 적을 향해 거리낌 없이 휘두른다.

아무리 할리우드 대스타라고 한들 세월의 무게를 이겨낼 수 없지만 브래드 

피트는 레이디 버그로 다소 주름진 얼굴로 암살자로서의 고통과 더불어 

불운한 모습을 상당한 코미디 연기로 드러내며 다소 잔인한 장면이 많은 

가운데도 관객의 웃음을 유발한다. 배우들의 상당한 액션 연기도 감상의 

주요 부분이지만 마지막 열차 자체가 충돌하고 탈선하면서 안기는 시각적 

쾌감은 전형적인 할리우드 블록버스터에서 보던 규모의 향연이자 

할리우드라는 대명사의 장기다.

엄청난 속도의 열차처럼 달리는 작품에서 배우들의 액션과 코미디만 

집중해서 봐도 오락영화로서의 역할을 다하며 다시금 명배우 브래드 피트의 

열연 자체를 볼 수 있어서 즐거운 작품이다."
13,불릿 트레인,126분,2022-08-24,"143,620명","데이빗 레이치, ","['브래드 피트', '조이 킹', '애런 존슨', '브라이언 타이리 헨리', '배드 버니']",,[],[],[],[],['소니 픽쳐스'],['소니 픽쳐스'],4,filmone1,2022-08-29 01:38:00,5,"데이빗 레이치 감독이 연출한 <불릿 트레인>은 운 없기로 소문난 한 킬러가 기차를 타면서 벌어지는 이야기를 담고 있는 작품입니다.

킬러 레이디버그(브래드 피트)는 다른 킬러의 미션을 대신 맡아 일본에서 한 기차를 타게 됩니다. 그 미션은 가방을 탈취하라는 것. 운 없기로 유명한 레이디버그는 의외로 일이 잘 풀려나갑니다. 하지만 다음 정거장에서 내리려는 순간 레이디버그가 자신의 아내를 죽인 킬러라고 착각한 한 남자로 인해 하차하지 못합니다. 한편 같은 목표물을 놀리는 다른 킬러들은 레이디버그가 가지고 있는 가방을 노립니다. 연약한 소녀인척 연기를 하는 프린스(조이 킹). 원래 가방을 배달하는 두 킬러 탠저린과 레몬. 배달을 시키는 거대한 존재가 이런 혼란의 중심에 있습니다.

영화는 대부분 시작부터 끝까지 기차 안에서 벌어집니다. '설국열차'처럼 쉬지않고 달리는 것도 아니고 종착역이 없는 것도 아니지만 주인공의 모든 액션은 기차에서 벌어집니다. 이것은 제한된 공간에서 펼쳐지는 동선이기 때문에 주인공에겐 핸디캡이 됩니다. 게다가 주인공은 운도 없는 인물이기도 하고요. 이 영화의 흥미로운 것은 영원한 친구도 적도 없다는 것입니다. 상황에 맞게 인물들은 변화합니다. 또 달리 보면 그저 이들은 자신의 직업(?)에 맞게 행동하는 그저 비즈니스맨이기도 합니다. 처절한 복수심 같은 것은 한두 명에겐 보입니다. 그리고 여기서 아이러니한 코미디가 발생하기도 하고요.

그런데 이런 유의 코미디가 우리의 정서와 잘 연결될지는 모르겠습니다. 특히 일본을 배경으로 한 외국인의 이야기라 더욱 더 감정이입이 쉬어 보이진 않습니다. 액션 자체에 대한 연출은 좋고 속도감도 좋습니다. 하지만 그 이외에 이야기는 조금 아쉬운 편이었습니다. 다만 탠저린과 레몬의 케미스트리가 좋고 운 나쁜 킬러라는 주인공의 캐릭터 설정도 신선했습니다.

감독의 전작인 <데드풀>의 정서를 동양을 배경으로 한 작품이었는데 성공적으로 보이진 않습니다. 당연히 일본의 원작으로 만들어진 작품이라 어쩔 수 없었지만 다른 묘안은 없었을지 조금 아쉬웠습니다."
14,불릿 트레인,126분,2022-08-24,"143,620명","데이빗 레이치, ","['브래드 피트', '조이 킹', '애런 존슨', '브라이언 타이리 헨리', '배드 버니']",,[],[],[],[],['소니 픽쳐스'],['소니 픽쳐스'],4,hwachul92,2022-08-28 21:57:02,4,"내용도 별로인데다 매우 잔인하기만 한 병맛액션영화였습니다! 일본의 '불릿 트레인'이라는 열차에 다양한 미션과 사연이 있는 킬러들이 탑승하면서 서로의 목적을 위하여 서로 죽고 죽이는 액션을 선보였지만 내용 전개도 말이 안 되는데다가 억지스러운 측면도 없지 않으면서 그저 잔인함 그 자체였습니다! 전반적으로 병맛 전개에 잔인하기만 하여 배우들이 아깝다는 느낌만 들었으니, 별 2개 드립니다!!"
15,모비우스,104분,2022-03-30,"474,560명","다니엘 에스피노사, ","['자레드 레토', '맷 스미스', '아드리아 아르호나', '자레드 해리스', '알 마드리걸', '타이레스 깁슨']",,[],[],[],[],['소니 픽쳐스 코리아'],['소니 픽쳐스 코리아'],6,egyption11,2022-10-26 16:44:20,6,새로울 건 없었지만 CG와 촬영은 나름 볼만했던...흡혈을 해야만 생존할 수 있는 안티 히어로 탄생...? 작품마다 변신의 귀재 매력적인 배우 자레드 레토...
16,모비우스,104분,2022-03-30,"474,560명","다니엘 에스피노사, ","['자레드 레토', '맷 스미스', '아드리아 아르호나', '자레드 해리스', '알 마드리걸', '타이레스 깁슨']",,[],[],[],[],['소니 픽쳐스 코리아'],['소니 픽쳐스 코리아'],6,penny2003,2022-04-24 22:20:34,6,자레드 레토가 그나마 살렸다
