title,date
Oil Prices Show Retreat. ,1991-03-16
Oil Prices Show Retreat. ,1991-03-16
Futures ,1991-03-17
"Kit Victoria Advocate. Sunday, March. Hi Wartime Trading Of ",1991-03-17
Futures ,1991-03-17
"Kit Victoria Advocate. Sunday, March. Hi Wartime Trading Of ",1991-03-17
Tanker Anchor Causes Oil Spill. ,1991-03-18
California Refinery Source Of Spill. ,1991-03-18
Tanker Anchor Causes Oil Spill. ,1991-03-18
California Refinery Source Of Spill. ,1991-03-18
"Oil Industry's Windfall Profits Fading Fast. Co Inc, A ... ",1991-03-20
No Encore For Big Oil's Big Fourth Qua. ,1991-03-20
"Oil Industry's Windfall Profits Fading Fast. Co Inc, A ... ",1991-03-20
No Encore For Big Oil's Big Fourth Qua. ,1991-03-20
"Silver Price Off Sharply, Rally Fails. ",1991-03-21
Commodities ,1991-03-21
"Silver Price Off Sharply, Rally Fails. ",1991-03-21
Undersea Damage. ,1991-03-21
Oil Allowable Still 100%. ,1991-03-21
Oil Allowable Still 100%. ,1991-03-21
Undersea Damage. ,1991-03-21
Commodities ,1991-03-21
Star-News ,1991-03-26
Star-News ,1991-03-26
Tank Farm Will Benefit Gushing Area. ,1991-03-27
Catherine Oil Plays Crucial Role In Our Lives. ,1991-03-27
Texans Trying To Tame The Flames Of Kuwait. Oil Wells: Teams ,1991-03-27
Texans Trying To Tame The Flames Of Kuwait. Oil Wells: Teams ,1991-03-27
Catherine Oil Plays Crucial Role In Our Lives. ,1991-03-27
Tank Farm Will Benefit Gushing Area. ,1991-03-27
Kuwait Oil Fires A Disaster. ,1991-03-28
'Last Cleanup Year For Exxon Spill Starts. ,1991-03-28
Kuwait Oil Fires A Disaster. ,1991-03-28
'Last Cleanup Year For Exxon Spill Starts. ,1991-03-28
Oil Spill Plan Now Tough State Law. Governor Calls New ... ,1991-03-29
Oil Spill Plan Now Tough State Law. Governor Calls New ... ,1991-03-29
Lodi News-Sentinel ,1991-03-30
Lodi News-Sentinel ,1991-03-30
The Insidef. ,1991-06-01
Pipeline Explosions Prompt Congressional Proposal. By Barry ,1991-06-01
The Spokesman-Review ,1991-06-01
Gao: No Manipulation Of Oil Market During War. ,1991-06-01
Pipeline Plan Permit May Be Sought. ,1991-06-01
Commodities ,1991-06-01
Oil Prices. ,1991-06-01
Opec To Hold Oil Production Steady. ,1991-06-04
Crude Oil Price. ,1991-06-04
Wheat Futures. ,1991-06-04
Cash Grain ,1991-06-04
Us Says Reparation Figure Is Too Low. ,1991-06-04
Teheran In Deal With French Oil Company. ,1991-06-05
Crude Oil Price. ,1991-06-05
Lewiston Morning Tribune ,1991-06-05
Iraq: Us. Oil-Revenue Stance Unfair. ,1991-06-06
Persian Gulf. Iraq Raps Amount For War Reparations. ,1991-06-06
Iraqi On Minister Calls Us. War Compensation Demand ... ,1991-06-06
"Metals, Oil. ",1991-06-06
New Stock Index Will Follow Small And Medium Companies. ,1991-06-06
Platinum Not The Biggest Loser On Metal Markets. Commodities ,1991-06-06
Gasoline Futures Hit Postwar Low. ,1991-06-06
Crude Oil Price. ,1991-06-08
Oil Prices End Week Lower. ,1991-06-08
Ellensburg Daily Record ,1991-06-08
Oil Prices Slide Lower. ,1991-06-08
Ocala Star-Banner ,1991-06-12
The Argus-Press ,1991-06-12
The Spokesman-Review ,1991-06-12
Oil Rallies In Short Session ,1991-06-12
Oil Prices Drop Below $20. ,1991-06-15
Latin Arms Industry Lost A Major Customer. Financial ... ,1991-06-15
"Oil Prices Fall, Gas Prices Don't. ",1991-06-15
The Indian Express ,1991-06-16
200 Million Tonnes Of Crude Oil Pass Through On Way To Japan,1991-06-16
Shipping Companies Recover. ,1991-06-17
Petroleum ,1991-06-19
Scrubbing With Solvents. ,1991-06-19
Crude Oil Price. ,1991-06-20
Oil Pan Futures Tumble. ,1991-06-20
Petroleum ,1991-06-20
Petroleum ,1991-06-21
In Washington By Robert Waters. By Robert Walters Slick Oil. ,1991-06-23
O. Draws Attention ,1991-06-24
Iraq ,1991-06-24
Eugene Register-Guard ,1991-06-24
Oil Futures Mixed; Gas Up. ,1991-06-27
The Victoria Advocate ,1991-06-27
Crude Oil Price. ,1991-06-27
"Grain, Soybean Prices Mixed. ",1991-06-27
Spokane Chronicle ,1991-06-27
Crude Oil Price. ,1991-06-28
World Economy Called Stagnant. ,1991-07-01
Crude Oil Price. ,1991-08-02
Sun Journal ,1991-08-02
Commodity Roundup. ,1991-08-02
Commodity Roundup. ,1991-08-02
Reading Eagle ,1991-08-02
The Indian Express ,1991-08-02
Soybean Futures Soar. ,1991-08-02
"One Year Ago Today, Iraq Invaded Kuwait. It Was The First ... ",1991-08-02
Oil Well Fires. ,1991-08-02
Oil Floats Down To . ,1991-08-02
Toledo Blade ,1991-08-03
Oil Prices Soar Higher . ,1991-08-03
The Tuscaloosa News ,1991-08-03
Natur ,1991-08-04
"Rlll The.. Bulletin Ve Nor Changes Oil Balance. Audi Arabia, ... ",1991-08-04
Freestyle Lo Women's Fitness. ,1991-08-05
"Alaska Oil Pipeline Suffers From Lack Of Oversight, Gao ... ",1991-08-05
"Rain Falls And So Do Corn, Soybean Prices. ",1991-08-06
Oil Prices Quietly Advance. ,1991-08-06
Commodities ,1991-08-06
Feature.. Palm Oil Man Sees Beyond The Obvious. ,1991-08-07
Crude Oil Price. ,1991-08-07
"Precious Metals, Oil. ",1991-08-07
The Indian Express ,1991-08-08
Crude Oil Price. ,1991-08-08
"Persian Gulf Marine Life Hurt For Decades, Greenpeace Says. ",1991-08-08
Booming Gas Futures Lift Oil Market. ,1991-08-09
Expert Points To Oil-Theft Problems. ,1991-08-09
Making Palm Oil A Winner New Straits Limes. ,1991-08-10
The Week. ,1991-08-12
War Threatens Environment. Conflict In Gulf A World Disaster ,1991-08-13
Unleaded Gasoline Rises. ,1991-08-13
"Il Environment, Scientists Say. ",1991-08-13
Shipyards Wait For Double-Hulls. ,1991-08-15
Crude Oil Price. ,1991-08-15
Natural Gas Set To Change Local. Energy Scene. ,1991-08-16
Denied Fair Share'. ,1991-08-16
Crude Oil Price. ,1991-08-16
Cracked Pipeline Pours Crude Oil Into Haifa Bay. ,1991-08-16
Kuwait Oil Fires Cut Output Drastically. ,1991-08-16
Markets In Mayhem. Panicky Investors React To Coup In Ussr,1991-08-16
California Oil Companies Settle Price-Fixing Suit. Only ... ,1991-08-16
Oil Firms Settle In... ,1991-08-18
Settlement Is Signed In Oil-Price Lawsuit. ,1991-08-18
Platinum Futures Price Increase. ,1991-08-18
Financial.. Fter Soviet Coup. ,1991-08-20
Soviet Coup Triggers. ,1991-08-20
Markets ,1991-08-20
Dow Jones Average Drops 69.9s. ,1991-08-20
A Major Supplier. ,1991-08-20
Continued From Page 1a. ,1991-08-21
Unrest Will Hit Oil Prices... Oil Price Change. ,1991-08-21
Is There Any Hope For Our Mission? ,1991-08-21
Wall Street. ,1991-08-22
"Moneylit, After. By Brendan Failed Coup. Quite A Range. Met ",1991-08-22
"Dollar Dips, Shares Surge In Europe. ",1991-08-22
Grain Futures. Skyrocket ,1991-08-22
Failed Coup Topples Oil. ,1991-08-22
Oil Drops. ,1991-08-22
Technological Advances Spur On The Economy. ,1991-08-23
Rebels Bomb Colombia's Main Oil Pipeline. ,1991-08-23
Oil Prices Show Pain ,1991-08-24
Crude Oil Price. ,1991-08-24
State Agency To Study Puget Sound Oil Pipeline. ,1991-08-26
Warning ,1991-08-26
"Warning Chemicals Known To The State To Cause Cancer, Birth ",1991-08-26
State Agency To Study Puget Sound Oil Pipeline. ,1991-08-27
Oil Prices Keep Going Up. ,1991-08-27
State Agency To Conduct Study Of Puget Sound Oil Pipeline. ,1991-08-27
Crude Oil Price. ,1991-08-27
One Year. After Kuwait: ,1991-08-27
Ghafar: Burning Oil Fields Benefit No One. ,1991-08-28
Ocala Star-Banner ,1991-08-28
"Grain, Soybean Prices Slip. ",1991-08-28
The Ledger. Copper Gains As Demand Up. ,1991-08-28
Crude Oil Price. ,1991-08-29
Oil Futures Head Lower. ,1991-08-29
Commodities ,1991-08-29
"Tankers Dump Waste, Alaska Report Says. ",1991-08-30
Lessons ,1991-08-30
Oil Rallies Over Turmoil. ,1991-08-30
New Straits Times ,1991-08-30
Foreign Exchange Earner. ,1991-10-01
The Pittsburgh Press ,1991-10-01
New Deal Reached In Exxon Oil Spill. I The Latest Settlement ,1991-10-01
Oil Spill .Exxon Settlement To Cost $1 Billion ... ,1991-10-01
New $Lb Exxon Valdez Deal Reached. ,1991-10-01
"Governments, Exxon Agree On $1 Billion Spill Settlement. ",1991-10-01
"Alaska, Exxon Reach $1b Spill Settlement. By John Enders. ",1991-10-01
1 Billion Exxon Valde? Settlement Announced. ,1991-10-01
Loses Again ,1991-10-01
2nd $1 Billion Exxon Settlement Announced. ,1991-10-01
Crude Oil Price. ,1991-10-01
Oil Dips In Sluggish Session . ,1991-10-01
Commodities ,1991-10-01
Commodities ,1991-10-01
Iew Zxxon Vaiaez Settlement Reached. ,1991-10-02
Oil Futures Climb Again ,1991-10-02
Oil Futures Climb Again ,1991-10-02
Commodity Roundup. ,1991-10-03
Gettysburg Times ,1991-10-03
Orange Juice Prices Rise. ,1991-10-03
Oil Futures Head Higher. ,1991-10-03
Oil Futures Head Higher. ,1991-10-03
Stocks Post Slight Commodities. Over Economic Outlook. By ,1991-10-03
Crude Oil Price. ,1991-10-03
Cash Grain ,1991-10-04
"Oil, Petro Products Rally . ",1991-10-04
"Oil, Petro Products Rally . ",1991-10-04
Crude Oil Price. ,1991-10-04
Exxon New Valdez Settlement Not Harsh Enough. ,1991-10-04
"Gold, Grain, Beans All Showing Gains. ",1991-10-05
T. X. See The Colors If. Come To Richmond Mitt.... ,1991-10-07
T. X. See The Colors If. Come To Richmond Mitt.... ,1991-10-07
Oil Hits Eight-Month High. ,1991-10-08
Oil Hits Post-War High. ,1991-10-08
By Paul Driscoll. ,1991-10-10
Commodities ,1991-10-10
Commodities ,1991-10-10
"Platinum, Gold Futures Surge Higher. ",1991-10-10
Oil Prices Head Higher . ,1991-10-12
Tire Industry Safety Council Stresses Conserving Crude Oil . ,1991-10-12
Tire Recycling Machine Strikes Black Gold Consumer Corner. ,1991-10-12
The Deseret News ,1991-10-12
Tire Industry Safety Council Stresses Conserving Crude Oil . ,1991-10-12
Tire Recycling Machine Strikes Black Gold Consumer Corner. ,1991-10-12
"Uil, Gas Prices. ",1991-10-13
"1 Victoria Advocate, Minday, It. If Gushers And Dusters. ",1991-10-13
The Telegraph-Herald ,1991-10-14
The Telegraph-Herald ,1991-10-14
Crude Oil Prices Spurt. ,1991-10-15
Crude Oil. Prig ,1991-10-15
Crude Oil Prices Spurt. ,1991-10-15
The Associated Press. ,1991-10-15
Oil Prices Surge Ahead. ,1991-10-15
The Associated Press. ,1991-10-15
Pge To Buy Texas Firm. ,1991-10-16
Oil Prices Keep Rising. ,1991-10-16
"Oil Rises, But Gas Prices Down. ",1991-10-16
"Oil Rises, But Gas Prices Down. ",1991-10-16
The Victoria Advocate ,1991-10-16
Crude Oil Price. ,1991-10-16
Oil Prices Keep Rising. ,1991-10-16
"The Victoria Advocate, Saturday, October 19. 1! .Oil Prices ... ",1991-10-19
Oil Prices Are Soaring. ,1991-10-19
N. Korean Oil Refinery Shut. ,1991-10-19
"The Victoria Advocate, Saturday, October 19. 1! .Oil Prices ... ",1991-10-19
On Alert For Oil Spills. ,1991-10-19
On Alert For Oil Spills. ,1991-10-19
"Superior Homes Of Virginia, Inc? Open 7 Days Route 1,... ",1991-10-19
"Superior Homes Of Virginia, Inc? Open 7 Days Route 1,... ",1991-10-19
Wheat Futures Surge. ,1991-10-19
"The Victoria Advocate, Sunday. October No. Gushers And Dusters",1991-10-20
Slumbers Gloomy Tor Economic Recovery. In Ant Rs. Arc Still. ,1991-10-20
"Altus Times, 20, 1991. Conflicting Signals Sent On Reports. ",1991-10-20
Reason Chevron Shut Down Crude Unit. ,1991-10-20
Wheat Surges On News Of Offer To Soviets. ,1991-10-20
Record-Journal ,1991-10-20
The Daily Sentinel ,1991-10-20
Reason Chevron Shut Down Crude Unit. ,1991-10-20
Oil And Stocks Might Mix: Both Reach New Highs. I In Imp. ... ,1991-10-20
Business Sending Conflicting Signals. ,1991-10-20
Iraq Refusing To Accept Plan To Sell Oil For Food. ,1991-10-21
"Waste Not, Want Not. ",1991-10-21
"Waste Not, Want Not. ",1991-10-21
Crude Oil Glut Feared. ,1991-10-22
Recycling Dont Dump Used Oil Into Drains. ,1991-10-22
Oil Prices Little Changed . ,1991-10-22
Oil Prices Little Changed . ,1991-10-22
Crude Oil Glut Feared. ,1991-10-22
Recycling Dont Dump Used Oil Into Drains. ,1991-10-22
Heating Oil Prices Well Below Year Ago. ,1991-10-22
Phillips Earnings Decline. ,1991-10-23
Commodities ,1991-10-24
Oil Prices Take Plunge . ,1991-10-24
"Orange Juice, Oil Futures Rebound. ",1991-10-24
Oil Prices Take Plunge . ,1991-10-24
Fuel Oil Prices Down From 1990 .Harsh Winter May Drive Costs ,1991-10-24
New Straits Times ,1991-10-25
Oil Futures Lose Ground. ,1991-10-26
Oil Futures Lose Ground. ,1991-10-26
Business Sends Conflicting Signals In Reports On Earnings. ,1991-10-27
Black Cloud Over Kuwait Environmental .Recovery Process Will ,1991-10-29
Crude Oil Price. ,1991-10-29
Wheat Futures Soaked. ,1991-10-29
Oil Prices Decline Halted. ,1991-10-29
"Usx Earnings Plunge; Steel, Oil Units Hammered. ",1991-10-29
"Usx Earnings Plunge; Steel, Oil Units Hammered. ",1991-10-29
Wheat Futures Soaked. ,1991-10-29
Oil Prices Decline Halted. ,1991-10-29
Black Cloud Over Kuwait Environmental .Recovery Process Will ,1991-10-29
"Oil Companies Post Huge Losses. Slump: In The Third Quarter, ",1991-10-29
Oil Futures Close Mixed. ,1991-10-30
Proper Inflation Saves Oil. ,1991-10-30
Oil Futures Close Mixed. ,1991-10-30
"Precious Metals, Oil. ",1991-10-30
The Deseret News ,1991-10-30
Profits Slashed At... ,1991-10-30
Proner Inflation Can Save Fuel. ,1991-10-31
Spokane Chronicle ,1991-10-31
The Spokesman-Review ,1991-10-31
Spokane Chronicle ,1991-10-31
Lightning Destroys Oil Tanks. ,1991-10-31
The Spokesman-Review ,1991-10-31
Life Goes On At Kuwait's Keening Fields. ,1991-12-01
Opec Move To Maintain Production Means Little. ,1991-12-01
Sanctions Weighed Against Libya. Ec Wants Alleged Terrorists ,1991-12-02
Gadsden Times ,1991-12-02
The Albany Sunday Herald ,1991-12-03
Crude Oil Prici. ,1991-12-03
Crop Futures. Eniov Rallv. ,1991-12-03
Today's Lucky $50 Cash Winner Is: ,1991-12-04
Crude Oil Price. ,1991-12-05
Coffe Drop Sharply. ,1991-12-05
Project To Upgrade Refineries. ,1991-12-05
Oil Futures Dip Steeply . ,1991-12-06
Ensembles By Synari Cnn Headline News. Go Mouse. ,1991-12-06
Natural Gas Futures Plunge. ,1991-12-06
Oil Prices Slide Downward. ,1991-12-07
Chrysler Corp. Finds Its Own Gas And Oil. ,1991-12-07
Crude Oil Price. ,1991-12-07
Stock Market In Review. Stocks Mixed In Volatile Session ... ,1991-12-07
Wheat Futures End Lower. ,1991-12-07
Victoria Area Rig Count. ,1991-12-08
Petronas Working On Another Gas Field. ,1991-12-08
Metalscommodities ,1991-12-09
Crude Oil Prices Hit. 8-Month Low. ,1991-12-10
Crude Oil Price. ,1991-12-10
Crude Prices Fall Again ,1991-12-10
Oil Futures Prices Tumble. ,1991-12-10
The Union Democrat ,1991-12-10
Crude Oil Price. ,1991-12-11
Oil Futures Make Rebound . ,1991-12-12
Crude Oil Price. ,1991-12-12
Oil Rallies To Nearly $20 . ,1991-12-13
Oil Futures Prices Rebound. ,1991-12-13
The Telegraph ,1991-12-13
Three Young Virgie. Men Booked. Innitinn Crude Oil. ,1991-12-14
New Sunday Times ,1991-12-14
Crude Oil Price. ,1991-12-14
Oil Prices Remain Stable . ,1991-12-14
The Argus-Press ,1991-12-14
State Receives More Than $1 Million For 84 Oil Spill. ,1991-12-15
Oil Prices. By Me Stages. ,1991-12-15
How Was Oil Formed. ,1991-12-16
Short Of $720m Revenue Target. By... ,1991-12-16
The Free-Lance Star ,1991-12-16
Commodity Roundup. ,1991-12-17
The Tuscaloosa News ,1991-12-17
Oil Down In Light Trading. ,1991-12-17
Prices ,1991-12-17
Lobbyists Discuss Gas Prices. ,1991-12-17
Crude Oil Price. ,1991-12-17
Oil Futures Settle Lower. ,1991-12-18
Crews Now Clearing Desert Of Mines. ,1991-12-18
Crude Oil Price. ,1991-12-18
"Precious Metals, Oil. ",1991-12-18
Commodity Roundup. ,1991-12-19
"Oil, Precious Metals. ",1991-12-19
Analysts Predict Glut Of Oil. Price Month. Cuts Are Likely. ,1991-12-19
Fire Officials Probe Explosion At International Paper Pulp Mill,1991-12-19
"Analysts: Oil Glut, Lower Prices May Be Saudi Favor To Bush. ",1991-12-19
Crude Oil Price. ,1991-12-19
Jil Analysts See Glut In Spring. Paul Minn Which Tracks A. Vari,1991-12-19
Selling Wave Drops Heating Oil Prices To Level Of Summer ,1991-12-20
Oil Futures Plunge Lower. ,1991-12-20
Commodities ,1991-12-20
Nation In Trade Talks With Us. Mexico Telling Cuba No Sale ... ,1991-12-20
Bills Can Be Approved By A Voice Chull To The Floor And ... ,1991-12-20
Mexico Blocks Cuban Oil Deal. ,1991-12-20
'Incidental Regulation ,1991-12-20
Oil Pounded By... ,1991-12-21
Said ,1991-12-21
Crude Prices Drop To 10-Month. ,1991-12-21
Heating Oil Orices Fall. ,1991-12-21
Gushers And Dusters. ,1991-12-22
Soya Industry Cheers The Investors. ,1991-12-23
Oil Futures Climb Higher. ,1991-12-24
"Strong Exports Boost Wheat, Soybean Prices. ",1991-12-24
Precious Metal. ,1991-12-24
Aquino Government And They Hope The Next Christinas Under A ,1991-12-24
Colombian Oil Field Discovery Termed A Major Find. ,1991-12-25
"Into The Wild. Animals, Trails And Tales. ",1991-12-25
"Intentional Oil Spill, Fire Suggested By Industry. ",1991-12-25
The Albany Sunday Herald ,1991-12-25
Gas Prices Dip In Time For Holidays. ,1991-12-25
Energy Futures Move Up. ,1991-12-26
Group Asks To... ,1991-12-26
Weak Dollar Sends Platinum To 6-Year Low. ,1991-12-27
Wall Street Report. Platinum Sinks To 6-Year Low. ,1991-12-27
Commodities ,1991-12-27
Oil Futures Lose Ground. ,1991-12-27
Bangor Daily News ,1991-12-27
Arco Closes Its 1st Alaska Well. ,1991-12-27
Oil Futures Rise. ,1991-12-28
Oil Futures Move Higher. ,1991-12-28
Commodities ,1991-12-28
Oil Futures Up After Report. ,1991-12-28
Johnson's Ad Career As Pitchman Losing Magic. ,1991-12-28
Stock Market. ,1991-12-28
Commodity Roundup. ,1991-12-28
Bay's First Oil Well Pluaaed. ,1991-12-28
The Pittsburgh Press ,1991-12-29
"Wealth, Royalty In The Persian Gulf. ",1991-12-29
At Chevron Refinery. ,1991-12-29
Prudhoe's First Oil Well Capped. ,1991-12-29
Oil Prices May Plunge Again To Say Experts. ,1991-12-29
Oil Futures Prices Rise On On Inym. ,1991-12-29
Toledo Blade ,1991-12-30
Broken Pump Blamed For Oil Spill. ,1991-12-30
Oil Futures Mostly Lower. ,1991-12-31
Oil Money Gushing Out Of Us. ,1991-12-31
Oil Precious Metals. ,1991-12-31
Oil Industry Posts Loss. ,1991-12-31
Report Says Biggest Culprit Is Corner Gasoline Station ,1992-04-01
Lifts S. Africa Oil Embargo. ,1992-04-06
Europeans Will Lift Oil Embargo To Reward S. African Reforms,1992-04-06
Lifts S. Africa Oil Embargo. ,1992-04-06
Portsmouth Daily Times ,1992-04-06
Short Of Goals. ,1992-04-06
Gas Prices. ,1992-04-06
Economic Indicators. ,1992-04-06
About 5 In A Mixture Of Standing Water And Crude Oil And Was ,1992-04-08
Gettysburg Times ,1992-04-08
Tumble ,1992-04-08
"Journal Thursday, April 9, 1992 The Daily. Lollar Sense/. ",1992-04-09
Oil Prices Approach $21 . ,1992-04-09
Plutonium Shipment Poses Threat. ,1992-04-09
Us Has Followed Five-Step Path To Competitive Failure. ,1992-04-10
El Nino May Bring Some Surprises To Palm Oil Mart. ,1992-04-10
Crude Oil Price. ,1992-04-10
Ltv Corp. Million Offer Ins Buttling War. ,1992-04-11
Grain Markets End. On A Mixed Note. ,1992-04-11
The Present 1970-1992. ,1992-04-12
Officials Fear 13-Year Low. ,1992-04-15
The News-Journal ,1992-04-15
Tracking Gas Prices. ,1992-04-18
Buick Roadmaster. ,1992-04-19
Pump Pricing. ,1992-04-19
The Indian Express ,1992-04-26
"Gasoline Prices, Demand Rise. ",1992-04-27
Oil Up In Sluggish Session ,1992-04-28
Crude Oil Price. ,1992-04-28
Crude Oil Prici. ,1992-04-29
Chevron Earnings Decline. ,1992-04-29
Quaker State's Profits Drop 83% For First Quarter. ,1992-05-01
Commodities ,1992-05-01
All Star: Pawn. ,1992-06-02
Commodities ,1992-06-02
"Rain Forecast Undermines Gains In Corn, Soybean ",1992-06-02
Oil Futures Prices Mixed. ,1992-06-03
European Demand Boosts Platinum Prices. ,1992-06-03
Commodity Roundup Hi. ,1992-06-03
National: Mortgage Delinquencies Fall. ,1992-06-03
The News ,1992-06-03
Oil And Auto Issues Spark Mild Rally In Blue Chip Market Stocks,1992-06-04
"Gains In Oil, Auto Stocks Lead Rally In Blue Chips. ",1992-06-04
Wall Street. ,1992-06-04
Crude Oil Price. ,1992-06-04
"Oil, Auto Issues Lead To Mild Rally In Blue Chips. ",1992-06-04
Oil Prices Hit New Highs. New York. ,1992-06-04
Wheat Crop Worries Trigger Price Increase. ,1992-06-04
Oil And Auto Issues Lead Market Rebound. ,1992-06-04
At 1. Maii Stages Small. Upswing ,1992-06-04
Wall Street Report Wall Street Report. Blue Chips Help ... ,1992-06-04
Exxon Valdez-Related Otter Study Resumes. ,1992-06-05
Oil Prices Holding Steady . ,1992-06-05
Cure Criticizes Defleppard. ,1992-06-05
Commodity Roundup. ,1992-06-05
Better Feedlot Sales Send Cattle Futures Higher. ,1992-06-05
"Three Years After Spill, Sea Otters Still Dying. ",1992-06-07
Europe ,1992-06-07
The Week That Will Be. ,1992-06-08
Commodity Roundup Fe. ,1992-06-11
Stock Market Drops Again ,1992-06-11
The Daily Gazette ,1992-06-11
"Malacca Refinery Targets 100,000bpd. ",1992-06-11
Oil Is Important To Our Security. ,1992-06-11
Commodities ,1992-06-12
Sell-Off Hurts Oil Prices. ,1992-06-12
Toledo Blade ,1992-06-12
Record-Journal ,1992-06-12
Commodity Roundup. ,1992-06-12
Crude Oil Price. ,1992-06-13
"Grains, Soybeans Futures Are Lower. ",1992-06-13
"Precious Metals, Oil. ",1992-06-13
Japanese Join Vietnam Oil Rush Despite Trade Embargo. ,1992-06-15
Commodities ,1992-06-16
Crude Oil Price. ,1992-06-16
The Indian Express ,1992-06-16
Rain Causes Soybean Futures Prices To Fall. ,1992-06-16
Russia To Get Texas Refinery . ,1992-06-17
Commodities ,1992-06-17
Palawan Oil Well Exploration Formally Launched. By Marichu ,1992-06-17
"National, Capital Region Prices For Gasoline On Seasonal ... ",1992-06-17
Mexico River A Cesspool That Threatens Region ,1992-06-21
Iraqi Envoy 10 Resign. ,1992-06-22
New Sunday Times ,1992-06-22
Crude Oil Price. ,1992-06-26
Lewiston Morning Tribune ,1992-06-26
Cocoa Rebounds From 19-Year Low. ,1992-06-26
Si Short Sigh Of Relief. ,1992-06-26
Act Now Before The ,1992-06-28
Big Oil Men. ,1992-06-28
New Sunday Times ,1992-06-29
Crude Oil Price. ,1992-07-01
The Robesonian ,1992-07-01
Screenings ,1992-07-01
Oil Prices Fall Sharply . ,1992-07-01
Holiday Drivers Face High Gas Prices. Reasons For Increases ,1992-07-01
Gas Prices Rise For Fourth. Some Retailers Charge Gouging; ,1992-07-01
Soybean Acreage Tops Forecasts; Prices Drop. ,1992-07-01
Fears Of General Strike Hikes Platinum Futures. ,1992-08-01
S. Africa Unrest Bumps Up Platinum Futures. ,1992-08-01
S. Africa Unrest Bumps Up Platinum Futures. ,1992-08-01
Fears Of General Strike Hikes Platinum Futures. ,1992-08-01
The Indian Express ,1992-08-02
The Daily Gazette ,1992-08-02
The Indian Express ,1992-08-02
The Daily Gazette ,1992-08-02
Portland Gas Prices Hit Nationwide High. ,1992-08-03
Coffee Falls As Talks Break Down. ,1992-08-03
Portland Gas Prices Hit Nationwide High. ,1992-08-03
Pump Prices Highest In Portland ,1992-08-03
Pump Prices Highest In Portland ,1992-08-03
Coffee Falls As Talks Break Down. ,1992-08-03
Venezuela ,1992-08-04
Todav's Best Bets. ,1992-08-04
Venezuela ,1992-08-04
Crude Oil Prici. ,1992-08-04
Crude Oil Prici. ,1992-08-04
Todav's Best Bets. ,1992-08-04
The Daily Gazette ,1992-08-05
Increases Oil In July. ,1992-08-05
Increases Oil In July. ,1992-08-05
Commodity Roundup. ,1992-08-05
Commodity Roundup. ,1992-08-05
The Daily Gazette ,1992-08-05
Crude Oil Price. ,1992-08-05
Crude Oil Price. ,1992-08-05
Commodity Roundup. ,1992-08-06
Oil Prices Decline Again . ,1992-08-06
Military Knew Oil Hazardous. Mented That More Than 200 Vet ,1992-08-06
Petronas Gesture Not Lost On Oil Mncs. ,1992-08-06
Petronas Gesture Not Lost On Oil Mncs. ,1992-08-06
Crude Oil Price. ,1992-08-06
Oil Prices Decline Again . ,1992-08-06
Commodity Roundup. ,1992-08-06
Energy Mogul Offers To Convert Kc's Cars. Plan Requires City ,1992-08-06
The Durant Daily Democrat ,1992-08-06
Crude Oil Price. ,1992-08-06
Military Knew Oil Hazardous. Mented That More Than 200 Vet ,1992-08-06
Energy Mogul Offers To Convert Kc's Cars. Plan Requires City ,1992-08-06
The Durant Daily Democrat ,1992-08-06
Oil Prices Climb Higher. ,1992-08-07
Tva Libel. Verdict Dumped. ,1992-08-07
Commodity Roundup. ,1992-08-07
Oil Prices Climb Higher. ,1992-08-07
Crude Oil Price. ,1992-08-07
Crude Oil Price. ,1992-08-07
Commodity Roundup. ,1992-08-07
Tva Libel. Verdict Dumped. ,1992-08-07
Brews In Russian Oil Fields. ,1992-08-08
Soybean Futures Fall On Outlook. ,1992-08-08
Soybean Futures Fall On Outlook. ,1992-08-08
Brews In Russian Oil Fields. ,1992-08-08
"Curb Cable, Oil Industry Greed. ",1992-08-08
"Curb Cable, Oil Industry Greed. ",1992-08-08
Iraq Sends Odd Signals To Oil Mart . ,1992-08-09
Iraq Sends Odd Signals To Oil Mart . ,1992-08-09
Oil Prices Continue Clown . ,1992-08-12
"Russian Oil Rush: Untold Riches, Risks For Struggling State. ",1992-08-12
Oil Prices Continue Clown . ,1992-08-12
"Best Available Copy. The Nil. Courier Wednesday, August. 12, ",1992-08-12
"Best Available Copy. The Nil. Courier Wednesday, August. 12, ",1992-08-12
"Russian Oil Rush: Untold Riches, Risks For Struggling State. ",1992-08-12
Waterford Firefighters Get Training. ,1992-08-13
Oil Prices .Close .Higher . ,1992-08-13
Oil Prices .Close .Higher . ,1992-08-13
Waterford Firefighters Get Training. ,1992-08-13
Crude Oil Price. ,1992-08-13
Crude Oil Price. ,1992-08-13
Crude Oil Price. ,1992-08-14
Crude Oil Price. ,1992-08-14
Oil Prices Post Increase . ,1992-08-14
Oil Prices Post Increase . ,1992-08-14
Commodities By Tl. Kwong Factors That Put World Oil Markets ,1992-08-14
Commodities By Tl. Kwong Factors That Put World Oil Markets ,1992-08-14
Oil Prices Drop Slightly. ,1992-08-15
Crude Oil Price. ,1992-08-15
Platinum Prices Still Falling. ,1992-08-15
The Deseret News ,1992-08-15
The Deseret News ,1992-08-15
Oil Prices Drop Slightly. ,1992-08-15
Platinum Prices Still Falling. ,1992-08-15
Commodity Roundup. ,1992-08-15
Crude Oil Price. ,1992-08-15
